Settlement ,URI,URI 2,Museum ,Museum number,Type,Material ,Technique,Gender,Part of,shape,Iconography,Clothes ,Culture Museum Atribution,Date,Period,Heigh ,width,Depth ,Length,Diameter ,weight,Inscription,Language,Find spot,Description,Hair,Function,Reasoned classification,Bibliograhy ,Pleiades URI,URI 3
Gades,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MCA&musid=2&ninv=DJ21995&volver=portal&k=gades&tipoBusqueda=simple&lng=es,Museo de Cádiz,,bust,Terracotta,sculpted,Female,,bust,Astarte/Tanit,tunic,Punic,500 – 401 BCE,Punic,41,28,13,,,,,,,"Female bust of terracotta modeled by hand. The head, disproportionate in relation to the rest of the body represented, appears erect and facing forward: the nose, practically destroyed, would be of straight back
eyes large and almond-shaped, with empty sockets for later filling, fine and marked eyebrows, very arched, mouth lips parted, straight, expressionless
soft cheekbones and chin forward. The ears are large with the perforated lobe. A short forehead is partially concealed by a hairstyle that divides the hair divided at the center into two thick braided strands. After these strands, the head is crowned by a headband in the shape of a crescent. Undulating strands fall on the shoulders. The neck, somewhat short, is narrow and at its base, at the sides, has two perforations, possibly intended to hold a necklace or similar piece that fell on the neckline of the represented.
She is dressed in a pleated tunic with a V-neck, appreciating the soft and subdued modeling of the breasts underneath it, barely accentuated by the curvature of the folds. The arms, represented only in their upper third, are glued to the body and covered by the same garment, with the oblique folds.
The piece was designed for a basically frontal point of view, so that the back barely molds the volumes and, in the case of the hair, the hairs are drawn through comb incisions. The holes that appear on the sides of the base of the neck come out from the back.
The interior of the bust is essentially hollow, showing walls of considerable thickness",,Religious,,"ALONSO DE LA SIERRA FERNÁNDEZ, Juan; et álii. \i1 Museo de Cádiz: Salas de Colonizaciones. Cuaderno de Difusión.\i0 2003. p. 37-38. 

ÁLVAREZ ROJAS, Antonio; CORZO SÁNCHEZ, Ramón. \i1 Cinco nuevas terracotas gaditanas.\i0 1993-1994. p. 69; il. 5; Boletín del Museo de Cádiz. Tomo VI

FERRER ALBELDA, Eduardo. \i1 ´Anotaciones sobre el taller cerámico de Gadir´.\i0 1995-1996. p. 64-65; il. 4; Boletín del Museo de Cádiz. Tomo VII

GILES PACHECO, Francisco; SAMPIETRO, D.. \i1 ´Análisis de terracotas púnicas y sedimentos vírgenes de ´paleosuelos rojos´ hallados en la excavación arqueológica de la calle Juan Ramón Jiménez de Cádiz´.\i0 1993-1994. p. 89-91; ""Como resultado de los análisis, podemos constatar (...) que las terracotas púnicas que nos ocupan han sido modeladas a partir de las materias primas de arcillas y arenas de los cortes geológicos que forman los paleosuelos rojos detectados en el mismo perfil estratigráfico del área excavada de la calle Juan Ramón Jiménez.""; Boletín del Museo de Cádiz. Tomo VI
En el artículo se publican los resultados de analíticas comparadas entre arcillas recogidas en el yacimiento donde aparecieron las terracotas Nº Inv. DJ 21991 a DJ 21995 y la materia prima de las mismas figuras. Las muestras se corresponden.

SIBÓN OLANO, J.. \i1 ´Informe de la excavación del solar de la calle J.R. Jiménez´.\i0 1993-1994. p. 84-85; Boletín del Museo de Cádiz. Tomo VI.
El informe corresponde a la segunda campaña de excavación, en la que se terminó de documentar el solar y sus estratigrafías, fundamentales para datar las terracotas, aparecidas en la primera campaña.

VALLEJO SÁNCHEZ, Juan Ignacio. \i1 ´Bustos de terracota representando divinidades femeninas´.\i0 2007. p. 76-77; La mujer en el mundo antiguo.",https://pleiades.stoa.org/places/256177,
Hispalis,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MASE&musid=17&ninv=DJ2005/19-11026&volver=portal&k=hispalis&tipoBusqueda=simple&lng=es,Museo arqueológico de Sevilla ,DJ2005/19-11026,portrait,Marble,sculpted,Male,,head,portrait,,Roman,176 – 225 CE,Late Roman Empire (septiunius Severos) ,26,16,"21,5",,,,,,,"Head with the representation of a bearded senior man. Wide forehead furrowed by wrinkles, large eyes and robust nose - partially mutilated. The mouth is thin, covered by an abundant mustache
the ears are of great proportions. Does not keep the neck and has various chafing and imperfections all over the surface. Portrait of a private individual who reproduces the idealized archetype of the philosopher Chrysippus, who was quite accepted in the Roman world. Possibly it was placed in a domus, although it is possible that it could correspond to a funerary representation, following the fashion of portraits of sarcophagi in which the deceased was represented as a philosopher, especially during the third century (Amores, Beltrán and González, 2008 : 225-226). It was located in an emiral era deposit.",,Self-representation,,"AMORES CARREDANO, Fernando; GONZÁLEZ ACUÑA, Daniel. ""Marmora de Hispalis. Estudio de los materiales pétreos recuperados en las excavaciones arqueológicas de ""La Encarnación"" (Sevilla)"". En: Nogales Basarrate, Trinidad (ed.); Beltrán Fortes, José (ed.). \i1 Marmora Hispania: Explotación y uso de los materiales pétreos en la Hispania Romana.\i0 Roma: L´Erma di Bretschneider, 2008. Fig. 4-5; - (Hispania Antigua. Serie Arqueológica, 2).
",https://pleiades.stoa.org/places/256210,
Igabrum,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAECO&musid=7&ninv=CE013164&volver=portal&k=igabrum&tipoBusqueda=simple&lng=es,Museo arqueológico y etnológico de Córdoba,CE013164,group,Marble,sculpted,Male,,body,Mithras ,Persian,Roman,151 – 200,Late Roman Empire (septiunius Severos) ,93,35,,,,,,,,"Figure of Mithras represented in the common oriental attire, in the Persian style: long pants fitted at the ankles, short tunic or chiton, chlamys tied to the neck and a Phrygian cap. The young man subdues the bull by holding him by the nose while he plunges the dagger into his neck and turns his head to look at the sun. From the purifying blood that flows from the bull drinks the dog, faithful friend of Mithras, who guards the soul. The serpent at the feet of Mithras produces the plants and the scorpion devours its testicles from which animals and people are born.
The work, made in a round shape, offers a basically frontal perspective.",,Religious,,"ALVAR EZQUERRA, J.. \i1 ´El culto de Mitra en Hispania´.\i0 1981. Nº 30; Memorias de Historia Antigua (nº 5). 

ALVAR EZQUERRA, J.. \i1 ´Un rival del cristianismo. El culto de Mitra´.\i0 1981. pp. 32-39; Revista de Arqueología (nº 13). 

BENDALA GALÁN, M.. \i1 ´Las religiones mistéricas en la España romana´.\i0 1981. pp. 285 ss.; La religión romana en Hispania (Symposio). 

BLANCO, A.; GARCÍA, J. \i1 ´Excavaciones en Cabra (Córdoba). La Casa del Mitra (Primera Campaña, 1972)´.\i0 1972. pp. 279-319; Habis (nº 3). 

CAMPBELL, L.A.. \i1 Mithraic Iconography and Ideology.\i0 1968. 

CORZO SÁNCHEZ, R.. \i1 La Antigüedad.\i0 1989. pp. 335-337; lám. 279; Historia del Arte en Andalucía (vol. I). 

GARCÍA, E.; MARTÍNEZ, V. \i1 Museos Arqueológicos de Andalucía (I).\i0 1995. pp. 117-119. 

GARCÍA; BELLIDO, A.. \i1 ´El Mithras Tauroktonos de Cabra (Córdoba)´.\i0 1952. pp. 389-392; Archivo Español de Arqueología Vl. XXV, nº 86.
Consejo Superior de Investigaciones Científicas.
Instituto de Arqueología y Prehistoria. ´Rodrigo Caro´.
Madrid 1952.
2º. Semestre.. 

GARCÍA; BELLIDO, A.. \i1 Les religions orientales dans l´Espagne Romaine.\i0 1967. pp. 21-41. 

JIMÉNEZ SALVADOR, J.L.; MARTÍN-BUENO, M.. \i1 La Casa del Mitra. Cabra, Córdoba.\i0 1992. 

RODRÍGUEZ OLIVA, P.. \i1 Ciclos escultóricos en la casa y en la ciudad de la Bética.\i0 1992. p. 40; Actas de la I Reunión sobre escultura romana en Hispania. 

SANTOS JENER, S.. \i1 ´El culto a Mithras en Cabra´.\i0 1951. pp. 71-80; Boletín de la Real Academia de Córdoba (nº 66). 

VICENT ZARAGOZA, A. \i1 Guía del Museo Arqueológico de Córdoba.\i0 1965. Guía de los Museos de España (nº 23). En descripción del Patio II

VOLLKOMMER, R.. \i1 ´Mithras´.\i0 1992. pp. 590-626; LIMC, VI, 1. 

VV.AA.. \i1 Los rostros de Dios.\i0 2000. Fig. 83; (Catálogo de la exposición). Ficha de catálogo realizada por Mª Dolores Baena Alcántara.


",https://pleiades.stoa.org/places/265919,
Iliberri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265921,
Ilipa Magna,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MASE&musid=17&ninv=CE00150-2&volver=portal&k=ilipa%20magna&tipoBusqueda=simple&lng=es,Museo arqueológico de Sevilla ,CE00150-2,Female head ,Marble,sculpted,Female,,head,Isis,crown,Roman ,101 – 200,Late Roman Empire,53,30,"30,5",,,,,,,"Female head sculpted in marble, larger than life size. It appears crowned with a diadem and attributes such as the solar disk, ears of wheat and two snakes (uraeus). The hair is curly and abundant, arranged in two halves from the front, and collected at the back by a schematic bun. It presents two small strands on the forehead and ringlets next to the ears. The face has very pronounced features, with large eyes and rounded cheeks
the nose, mouth and part of the chin are partially mutilated. Small cracks and various chafing can be seen all over the surface. The part of the neck is sawn from old",,religious,,"ÁLVAR EZQUERRA, Jaime; MUÑIZ GRIJALVO, Elena. ""Les cults ègyptiens dans les provinces romaines d´Hispanie"". En: Bricault, Laurent (ed.). \i1 Isis en occident.\i0 Leiden: E. J. Brill, 2004. P. 86; - (Actes du colloque international sur les études isiaques, II. 2002. Lyon III. Religions in the Graeco-Roman world, 151). 

BALIL ILIANA, Alberto. ""El culto de Isis en España"". \i1 Cuadernos de trabajos de la Escuela Española de Historia y Arqueología en Roma.\i0 1956. p. 213-224. P. 222. 

GARCÍA Y BELLIDO, Antonio. \i1 Esculturas romanas de España y Portugal.\i0 Madrid: CSIC, 1949. P. 136. 

GARCÍA Y BELLIDO, Antonio. \i1 Les Religions Orientales dans l´Espagne Romaine.\i0 Leiden: E. J. Brill, 1967. P. 115. 

GARCÍA-BELLIDO GARCÍA DE DIEGO, María Paz. ""Las religiones orientales en la Península Ibérica: documentos numismáticos, I"". \i1 Archivo Español de Arqueología.\i0 1991, 64, p. 37-81. 

LEÓN DEL RÍO, María Belén. \i1 Estudio de las técnicas escultóricas romanas. Colección del Museo Arqueológico de Sevilla.\i0 Sevilla: Fundación de Cultura Andaluza, 2005. P. 107, fig. 97. 

MILLÁN LEÓN, José. \i1 Ilipa Magna.\i0 Alcalá del Río: Gráficas Sol, 1989. P. 164. 

OLAVARRÍA CHOÍN, Roberto. ""Arqueología de las religiones mistéricas paganas en la Bética"". \i1 Arqueología y Territorio.\i0 2004, 1, p. 155-165.",https://pleiades.stoa.org/places/256222,
Ilipa Magna,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MASE&musid=17&ninv=CE00163&volver=portal&k=ilipa%20magna&tipoBusqueda=simple&lng=es,Museo arqueológico de Sevilla ,CE00163,portrait,Marble,sculpted,Male,,head,man,,Roman ,80 – 90,Late Roman Empire (flavian),33,"22,5","23,5",,,,,,,"Portrait of adult male, with strong features and solemn expression. Keeps the mouth closed, with little indicated lips
Well marked nose, small eyes, and frowning brow. His forehead furrows two large horizontal folds that denote maturity, and is bald, except for some hair that represents slightly in the back. The lower end of the neck indicates that it could have been part of a larger bust or statue",,self-representation,,"CAIN, Petra. \i1 Männerbildnisse neronisch-flavischer Zeit.\i0 München: Tuduv, 1993. p. 239, nº 114. 

FRANCHI VICERÉ, Lucia. ""Testa maschile de etá flavia"". \i1 Le tre vite del Papiro di Artemidoro. Voci e sguardi dall´Egitto greco-romano.\i0 Electa, 2006. p. 195, nº 35. 

GARCÍA Y BELLIDO, Antonio. \i1 Catálogo de los retratos romanos. Museo Arqueológico de Sevilla.\i0 Madrid: 1951. pp. 15-16, nº 11. 

GARCÍA Y BELLIDO, Antonio. \i1 Esculturas romanas de España y Portugal.\i0 Madrid: CSIC, 1949. pp. 52-53, nº 40, lám. 36. 

GÓMEZ-MORENO, Manuel; PIJOÁN, José. \i1 Materiales de Arqueología Española.\i0 Madrid: Junta para la Ampliación de Estudios e Investigaciones Científicas, 1912. nº 52. 

LEÓN ALONSO, Pilar. \i1 Retratos romanos de la Bética.\i0 Sevilla: Fundación El Monte, 2001. pp. 90-91, nº 21. 

MILLÁN LEÓN, José. \i1 Ilipa Magna.\i0 Alcalá del Río: Gráficas Sol, 1989. p. 133. 

TARACENA AGUIRRE, Blas. \i1 Arte romano.\i0 Madrid: Plus Ultra, 1947. fig. 112; - (Ars Hispaniae; v. 2)",https://pleiades.stoa.org/places/256222,
Ilipa Magna,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MASE&musid=17&ninv=CE04276&volver=portal&k=ilipa%20magna&tipoBusqueda=simple&lng=es,Museo arqueológico de Sevilla ,CE04276,body,Marble,sculpted,Male,,body,priest,tunic,Roman ,1 – 125,Late Roman Empire,195,64,,,,,,,,"Male figure on pedestal, headless, dressed in sleeved tunic, and above, wide toga with festoon on the edge. Wears shoes composed of double crossed strap that knots at the ankle ('calceus'), letting glimpse the ends as ribbons. Next to the left foot, place a bovine head on its back. It has a hole in the left forearm to fit the hand, which would possibly hold a staff ('lituus'), and it lacks the right arm, which was a separate piece and would fit through a metal rod",,religious /self-representation,,"FERNÁNDEZ CHICARRO Y DE DIOS, Concepción; FERNÁNDEZ GÓMEZ, Fernando. \i1 Catálogo del Museo Arqueológico de Sevilla (II). Salas de Arqueologia Romana y Medieval.\i0 Madrid: Ministerio de Cultura, 1980. p. 44, nº 7. 

GARCÍA Y BELLIDO, Antonio. \i1 Esculturas romanas de España y Portugal.\i0 Madrid: CSIC, 1949. p. 185, nº 208, lám. 153. 

LEÓN DEL RÍO, María Belén. \i1 Estudio de las técnicas escultóricas romanas. Colección del Museo Arqueológico de Sevilla.\i0 Sevilla: Fundación de Cultura Andaluza, 2005. p. 139, fig. 65. 

MILLÁN LEÓN, José. \i1 Ilipa Magna.\i0 Alcalá del Río: Gráficas Sol, 1989. p. 162.",https://pleiades.stoa.org/places/256222,
Ilipoula/ Ilipla ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256221,
Ilipula Minor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256224,
Iliturgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265924,
Iliturgicola ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265925,
Ilurco,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAEGR&musid=9&ninv=CE01856&volver=portal&k=ilurco&tipoBusqueda=simple&lng=es,Museo arqueológico y etnológico de Granada ,CE01856,low relief,limestone,sculpted,,relief,animal,horse,,Iberian,400-1 BCE,Iberian period,21,34,,,,,,,,Rectangular shape plate with rough flat relief of a profile horse figure marching to the right. The stone has been lowered around the horse.,,votive offering ,"It is an ex-voto related to the indigenous deity that protects animals.
More plates have been located with the same reason. All these plates of reliefs of equidae are exvotos related to an Iberian sanctuary that could have in the area of Ilurco.","GÓMEZ-MORENO, M.. \i1 Misceláneas. Historia - Arte - Arqueología (dispersa, emendata, addita, inédita). Primera serie: La Antigüedad..\i0 1949. p.394.; Silverio Aguirre, impresor. Madrid: Consejo Superior de Investigaciones Científicas, Instituto Diego Velázquez.. 

RODRÍGUEZ OLIVA, P.; et álii. \i1 ´Exvotos ibéricos con relieves de equidos de la vega granadina´.\i0 1983. 751-768; XVI Congreso Nacional de Arqueología. Zaragoza.
",https://pleiades.stoa.org/places/265930,
Ilurco,,http://www.juntadeandalucia.es/cultura/WEBDomus/fichaCompleta.do?acron=MAEGR&musid=9&ninv=CE08568&volver=portal&k=ilurco&tipoBusqueda=simple&lng=es,Museo arqueológico y etnológico de Granada ,E08568,low relief,limestone,sculpted,,relief,body,male representation,,Iberian,400-1 BCE,Iberian period,23,34,4,,,,,,,,,votive offering ,"Plate of rectangular shape. On the reduced background of the same, coarse male figure in flat relief. It presents the body in front and the feet and legs in profile, in a walking attitude. The face appears completely worn. He holds with his hands, apparently, the reins of the horses. The stone has been lowered around the figure",,https://pleiades.stoa.org/places/265930,
Iluro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256225,
Ipagrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/256226,
Ipolcobulcola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265935,
Iponoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pleiades.stoa.org/places/265936,
